"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","ME","Farah Archery class decide","TEXT","","Rs. 1800 per monthMonday and Tuesday evening 1 hr","N","2024-11-06T11:00:00+0000","2024-11-06T11:00:00+0000","PT0S","","5","2","2024-10-22T14:34:38+0000","2024-11-12T08:16:50+0000","23","Asia/Calcutta","false","true",,,"kanban","528","","TASK"
"","ME","Distill water for UPS batteries","TEXT","","","N","2024-11-16T10:00:00+0000","2024-11-16T10:00:00+0000","PT0S","","0","2","2024-10-28T16:48:46+0000","2024-11-17T15:57:03+0000","25","Asia/Calcutta","false","true",,,"kanban","529","","TASK"
"","ME","Get vendakai thottam for Rejoy","TEXT","","","N","2024-10-29T13:00:00+0000","2024-10-29T13:00:00+0000","PT0S","","0","2","2024-10-29T07:20:51+0000","2024-11-09T07:54:40+0000","26","Asia/Calcutta","false","true",,,"kanban","530","","TASK"
"","ME","Relocate cocopeat drum and remove weeds","TEXT","","","N","2024-10-29T18:30:00+0000","2024-10-29T18:30:00+0000","","","1","2","2024-10-30T02:43:38+0000","2024-11-28T02:18:44+0000","27","Asia/Kolkata","true","false",,,"kanban","531","","TASK"
"","ME","FRONT HALL -- showcase cleanup","TEXT","","","N","2024-12-14T10:00:00+0000","2024-12-14T10:00:00+0000","PT0S","","0","2","2024-10-31T06:32:47+0000","2024-12-13T08:54:37+0000","30","Asia/Calcutta","false","false",,,"kanban","532","","TASK"
"","ME","FRONT HALL -- Fix extra tube light","TEXT","","","N","2024-12-06T12:00:00+0000","2024-12-06T12:00:00+0000","PT0S","","0","2","2024-10-31T06:54:08+0000","2024-12-08T03:56:44+0000","33","Asia/Kolkata","false","false",,,"kanban","533","","TASK"
"","ME","FARAH ROOM -- Wall paper sticker or painting ","TEXT","","","N","2024-11-29T10:30:00+0000","2024-11-29T10:30:00+0000","PT0S","","1","2","2024-10-31T09:33:37+0000","2024-12-01T08:33:46+0000","34","Asia/Calcutta","false","false",,,"kanban","534","","TASK"
"","ME","FARAH ROOM -- wood work","TEXT","","","N","","","","","0","2","2024-10-31T09:33:51+0000","2025-09-19T10:06:54+0000","35","Asia/Calcutta","false","false",,,"kanban","535","","TASK"
"","ME","FARAH ROOM -- Battery check and water topup","TEXT","","","N","","","","","0","2","2024-10-31T09:36:27+0000","2024-11-27T17:06:33+0000","37","",,"false",,,"kanban","536","","TASK"
"","ME","FARAH ROOM -- metal chair painting","TEXT","","","N","","","","","0","2","2024-10-31T09:36:43+0000","2024-11-27T17:06:29+0000","38","",,"false",,,"kanban","537","","TASK"
"","ME","BEDROOM -- install metal shelf table","TEXT","","","N","","","","","0","2","2024-10-31T09:38:30+0000","2024-11-12T13:26:32+0000","42","",,"false",,,"kanban","538","","TASK"
"","ME","BEDROOM -- remove old table","TEXT","","","N","2024-11-13T10:30:00+0000","2024-11-13T10:30:00+0000","PT0S","","0","2","2024-10-31T09:38:46+0000","2024-11-27T00:51:52+0000","43","Asia/Calcutta","false","false",,,"kanban","539","","TASK"
"","ME","BEDROOM -- plastic door for shelf repair","TEXT","","","N","","","","","0","2","2024-10-31T09:39:18+0000","2025-09-19T10:08:09+0000","44","Asia/Calcutta","false","false",,,"kanban","540","","TASK"
"","ME","Construction companies","TEXT","","","N","","","","","0","0","2026-05-31T06:49:08+0000","","49","Asia/Calcutta","true","false","UVFarms.in","5497558204415","kanban","541","241","TASK"
"","ME","KITCHEN -- install a clock","TEXT","","","N","","","","","0","2","2024-10-31T09:41:00+0000","2025-09-19T10:09:33+0000","49","Asia/Calcutta","false","false",,,"kanban","542","","TASK"
"","ME","Education Institutions","TEXT","","","N","","","","","0","0","2026-05-31T06:48:37+0000","","1099511627825","Asia/Calcutta","true","false","UVFarms.in","5497558204415","kanban","543","241","TASK"
"","ME","compose.ai","TEXT","","","N","","","","","0","2","2025-03-30T05:22:09+0000","2025-05-27T16:14:19+0000","1099511627829","Asia/Calcutta","true","false",,,"kanban","544","380","TASK"
"","ME","meetgeek.ai","TEXT","","","N","","","","","0","2","2025-03-30T05:27:59+0000","2025-05-27T16:14:19+0000","2199023255605","Asia/Calcutta","true","false",,,"kanban","545","380","TASK"
"","ME","presentations.ai","TEXT","","","N","","","","","0","2","2025-03-30T05:28:04+0000","2025-05-27T16:14:19+0000","3298534883381","Asia/Calcutta","true","false",,,"kanban","546","380","TASK"
"","ME","","TEXT","","","N","","","","","0","2","2025-03-30T05:32:36+0000","2025-05-27T16:14:19+0000","3848290697269","Asia/Calcutta","true","false",,,"kanban","547","380","TASK"
"","ME","Investment Management Companies","TEXT","","","N","","","","","0","0","2026-05-31T06:50:02+0000","","4398046511153","Asia/Calcutta","true","false","UVFarms.in","5497558204415","kanban","548","241","TASK"
"","ME","","TEXT","","","N","","","","","0","2","2025-03-30T05:32:25+0000","2025-05-27T16:14:19+0000","4398046511157","Asia/Calcutta","true","false",,,"kanban","549","380","TASK"
"","ME","Human Resource Management","TEXT","","","N","","","","","0","0","2026-05-31T06:50:46+0000","","5497558138929","Asia/Calcutta","true","false","UVFarms.in","5497558204415","kanban","550","241","TASK"
"","NanoProfits AI","Referrals","TEXT","","","N","","","","","0","0","2026-06-03T18:04:21+0000","","-193514046554112","Asia/Calcutta",,"false","Nano Super Admin","2473901162496","kanban","551","","TASK"
"","NanoProfits AI","create and manage our NEW Nano users","TEXT","","","N","","","","","0","0","2026-06-03T18:04:12+0000","","-192414534926336","Asia/Calcutta",,"false","Nano Super Admin","2473901162496","kanban","552","","TASK"
"","NanoProfits AI","CSV vs REDIS","TEXT","","","N","","","","","0","2","2026-02-27T13:22:27+0000","2026-03-28T12:31:52+0000","-191315023298560","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","553","","TASK"
"","NanoProfits AI","Set MAX profit limit","TEXT","","","N","","","","","0","2","2026-02-27T13:23:11+0000","2026-03-15T06:21:26+0000","-190215511670784","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","554","","TASK"
"","NanoProfits AI","place simple trades in SENSEX call/put options and monitor the order and squareoff / close all positions.","TEXT","","","N","","","","","0","2","2025-06-15T12:51:59+0000","2025-09-11T12:54:31+0000","-189116000043008","Asia/Calcutta","false","false","Present Sprint","1099511627776","kanban","555","","TASK"
"","NanoProfits AI","when switching from Paper to Live all the values should be set to default values.","TEXT","","","N","","","","","0","2","2026-05-22T09:29:47+0000","2026-06-03T18:02:37+0000","-188016488415232","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","556","","TASK"
"","NanoProfits AI","Sprint 9 -- Integrating SuperTrend for 5 min timeframe","TEXT","","","N","","","","","0","2","2025-08-20T04:36:48+0000","2025-09-11T12:54:37+0000","-186916976787456","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","557","","TASK"
"","NanoProfits AI","S3 -- sounds optimize","TEXT","","","N","","","","","0","2","2026-04-15T04:59:26+0000","2026-05-15T17:22:01+0000","-185817465159680","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","558","","TASK"
"","NanoProfits AI","show price average of present Trade inside positions Tab ","TEXT","","","N","","","","","0","2","2026-05-16T04:41:39+0000","2026-06-03T18:02:22+0000","-184717953531904","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","559","","TASK"
"","NanoProfits AI","Standalone ALERT app -- Telegram, Whatsapp, browser","TEXT","","","N","","","","","0","2","2026-02-27T13:20:15+0000","2026-03-15T06:21:25+0000","-183618441904128","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","560","","TASK"
"","NanoProfits AI","Study Dhan integration code -- before moving into ""options only"" strategy -- SRIRAM","TEXT","","","N","","","","","0","2","2025-09-16T17:00:29+0000","2025-10-15T12:42:15+0000","-182518930276352","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","561","","TASK"
"","NanoProfits AI","it should start streaming data & all the buttons enabled ONLY after we click the ""start streaming"" button.","TEXT","","","N","","","","","0","2","2026-05-25T05:54:18+0000","2026-06-03T18:02:30+0000","-181419418648576","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","562","","TASK"
"","NanoProfits AI","S3 -- warmup should happen everytime we click on Start Streaming button","TEXT","","","N","","","","","0","2","2026-04-17T06:36:45+0000","2026-05-13T16:31:26+0000","-180319907020800","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","563","","TASK"
"","NanoProfits AI","Sprint 8 -- Implementing Multi Threading in the application. And, Integration of VWAP and ST and ATR.","TEXT","","","N","","","","","0","2","2025-07-27T13:04:02+0000","2025-10-07T16:58:52+0000","-179220395393024","Asia/Kolkata","false","false","Present Sprint","1099511627776","kanban","564","","TASK"
"","NanoProfits AI","Cloud -- total of 4 python apps {Nifty, S1, S2, S3}","TEXT","","","N","","","","","0","2","2026-03-20T00:13:02+0000","2026-05-08T04:52:56+0000","-178120883765248","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","565","","TASK"
"","NanoProfits AI","S3 -- strike check and change every 5 min","TEXT","","","N","","","","","0","2","2026-04-15T04:59:05+0000","2026-05-13T16:31:29+0000","-177021372137472","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","566","","TASK"
"","NanoProfits AI","S3 - Lots + paper capital + target + stoploss","TEXT","","","N","","","","","0","2","2026-03-24T16:09:36+0000","2026-05-15T17:21:59+0000","-175921860509696","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","567","","TASK"
"","NanoProfits AI","Version 1.0 -- Paper Mode","TEXT","","","N","2025-08-01T18:30:00+0000","2025-08-01T18:30:00+0000","","","0","2","2025-07-01T04:13:57+0000","2025-09-18T16:34:27+0000","-174822348881920","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","568","","TASK"
"","NanoProfits AI","LIVE trade testing -- 2","TEXT","","","N","","","","","0","2","2026-03-15T06:21:44+0000","2026-03-20T00:18:38+0000","-173722837254144","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","569","","TASK"
"","NanoProfits AI","S1","TEXT","","","N","","","","","0","0","2026-06-01T16:13:15+0000","","-172623325626368","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","570","","TASK"
"","NanoProfits AI","S1 - Set max loss limit LIVE","TEXT","","","N","","","","","0","0","2026-02-27T13:23:20+0000","","-172623325626368","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","571","570","TASK"
"","NanoProfits AI","S3 -- 12pm to 3pm, 10-Jun","TEXT","","","N","","","","","5","0","2026-05-28T06:54:49+0000","","-171523813998592","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","572","","TASK"
"","NanoProfits AI","check refresh button in S1","TEXT","","","N","","","","","0","0","2026-05-23T07:46:11+0000","","-171523813998592","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","573","570","TASK"
"","NanoProfits AI","S1 - track paper and live trades separately in REDIS (not in CSV)","TEXT","","","N","","","","","0","0","2026-02-27T13:21:23+0000","","-170974058184704","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","574","570","TASK"
"","NanoProfits AI","S3 -- live testing","TEXT","","","N","","","","","0","0","2026-05-28T06:53:31+0000","","-170424302370816","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","575","572","TASK"
"","NanoProfits AI","S1 - Lots selection (paper & Live)","TEXT","","","N","","","","","0","0","2026-03-20T00:26:54+0000","","-170424302370816","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","576","570","TASK"
"","NanoProfits AI","Lock Coolify port 8000 ","TEXT","","","N","","","","","0","0","2026-05-25T14:48:44+0000","","-169324790743040","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","577","","TASK"
"","NanoProfits AI","Nano -- landing page revamp","TEXT","","","N","","","","","0","0","2026-05-23T07:48:39+0000","","-163827232604160","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","578","","TASK"
"","NanoProfits AI","OpenAlgo -- can i place order from our Nano thru OpenAlgo to other brokers","TEXT","","","N","","","","","0","0","2026-05-23T07:43:16+0000","","-161628209348608","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","579","","TASK"
"","NanoProfits AI","Openalgo -- based other Brokers integration","TEXT","","","N","","","","","0","0","2026-05-23T07:42:02+0000","","-160528697720832","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","580","","TASK"
"","NanoProfits AI","study openalgo using Claude ","TEXT","","","N","","","","","0","0","2026-05-23T07:41:43+0000","","-159429186093056","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","581","","TASK"
"","NanoProfits AI","Show server status --  https://uptimekuma.org/","TEXT","","","N","","","","","0","0","2026-05-19T05:56:37+0000","","-157230162837504","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","582","","TASK"
"","NanoProfits AI","Lot size as internal constant for all Indices","TEXT","","","N","","","","","0","0","2026-04-16T02:45:26+0000","","-148434069815296","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","583","","TASK"
"","NanoProfits AI","End of day -- store all tradebook data into PostGres for each user","TEXT","","","N","","","","","0","0","2026-04-16T02:43:09+0000","","-147334558187520","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","584","","TASK"
"","NanoProfits AI","PnL analysis ","TEXT","","","N","","","","","0","0","2026-04-16T02:42:11+0000","","-146235046559744","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","585","","TASK"
"","NanoProfits AI","Audio notification","TEXT","","","N","","","","","0","0","2026-04-16T02:41:15+0000","","-145135534931968","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","586","","TASK"
"","NanoProfits AI","Keep daily data in Redis and clear it on every new token generation.","TEXT","","","N","","","","","0","0","2026-04-16T02:40:28+0000","","-144036023304192","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","587","","TASK"
"","NanoProfits AI","LTP with flashing red/green colors","TEXT","","","N","","","","","0","0","2026-04-16T02:39:26+0000","","-142936511676416","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","588","","TASK"
"","NanoProfits AI","strike selector -- show as ITM,ATM,OTM for both Call and Put","TEXT","","","N","","","","","0","0","2026-04-16T02:36:51+0000","","-141837000048640","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","589","","TASK"
"","NanoProfits AI","move lot size selector into CALL and PUT cards","TEXT","","","N","","","","","0","2","2026-04-16T02:35:54+0000","2026-05-15T17:24:19+0000","-140737488420864","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","590","","TASK"
"","NanoProfits AI","remove TOKEN only mode in token generation screen","TEXT","","","N","","","","","0","2","2026-04-16T02:34:34+0000","2026-05-15T17:21:10+0000","-139637976793088","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","591","","TASK"
"","NanoProfits AI","move all basic config/settings to a modal dialog.","TEXT","","","N","","","","","0","2","2026-04-16T02:33:36+0000","2026-05-15T17:21:16+0000","-138538465165312","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","592","","TASK"
"","NanoProfits AI","REFRESH button -- what is it for in S1,2,3","TEXT","","","N","","","","","0","2","2026-04-07T09:34:20+0000","2026-05-23T07:45:58+0000","-135239930281984","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","593","","TASK"
"","NanoProfits AI","Nifty -- Equilibrium","TEXT","","","N","","","","","0","0","2026-04-07T04:38:28+0000","","-134140418654208","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","594","","TASK"
"","NanoProfits AI","Nifty -- CPR now changing on a New day","TEXT","","","N","","","","","0","2","2026-04-07T04:37:46+0000","2026-05-15T17:22:54+0000","-133040907026432","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","595","","TASK"
"","NanoProfits AI","Paper + Live mode","TEXT","","","N","","","","","0","2","2026-04-04T10:04:16+0000","2026-04-16T02:31:14+0000","-131941395398656","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","596","","TASK"
"","NanoProfits AI","Login via Nano","TEXT","","","N","","","","","0","2","2026-04-04T10:03:54+0000","2026-05-23T07:48:14+0000","-130841883770880","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","597","","TASK"
"","NanoProfits AI","Remove seconds from the TIME display","TEXT","","","N","","","","","0","2","2026-04-04T10:03:28+0000","2026-04-16T02:31:22+0000","-129742372143104","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","598","","TASK"
"","NanoProfits AI","WebSocket based positions tracking","TEXT","","","N","","","","","0","2","2026-04-04T10:03:05+0000","2026-05-15T17:24:28+0000","-128642860515328","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","599","","TASK"
"","NanoProfits AI","WebSocket based Order status","TEXT","","","N","","","","","0","2","2026-04-04T10:02:27+0000","2026-05-15T17:24:31+0000","-127543348887552","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","600","","TASK"
"","NanoProfits AI","Tab -- Order book","TEXT","","","N","","","","","0","2","2026-04-04T10:01:42+0000","2026-05-16T04:39:35+0000","-126443837259776","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","601","","TASK"
"","NanoProfits AI","Tab -- positions [LIVE + Today]","TEXT","","","N","","","","","0","2","2026-04-04T10:01:28+0000","2026-05-16T04:40:37+0000","-125344325632000","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","602","","TASK"
"","NanoProfits AI","Choose strike inside Call and Put cards","TEXT","","","N","","","","","0","2","2026-04-04T10:00:19+0000","2026-04-16T02:31:41+0000","-124244814004224","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","603","","TASK"
"","NanoProfits AI","shortcut keys for trading","TEXT","","","N","","","","","0","0","2026-04-04T09:59:48+0000","","-123145302376448","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","604","","TASK"
"","NanoProfits AI","Only BUY button for Call and Put","TEXT","","","N","","","","","0","2","2026-04-04T09:58:58+0000","2026-04-16T02:31:56+0000","-122045790748672","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","605","","TASK"
"","NanoProfits AI","choose product","TEXT","","","N","","","","","0","0","2026-04-04T09:57:13+0000","","-120946279120896","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","606","","TASK"
"","NanoProfits AI","choose Quantity","TEXT","","","N","","","","","0","2","2026-04-04T09:57:05+0000","2026-05-15T17:24:38+0000","-119846767493120","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","607","","TASK"
"","NanoProfits AI","Choose expiry","TEXT","","","N","","","","","0","0","2026-04-04T09:56:46+0000","","-118747255865344","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","608","","TASK"
"","NanoProfits AI","Choose symbol","TEXT","","","N","","","","","0","0","2026-04-04T09:56:24+0000","","-117647744237568","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","609","","TASK"
"","NanoProfits AI","choose segment Equity / Options","TEXT","","","N","","","","","0","0","2026-04-04T09:56:05+0000","","-116548232609792","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","610","","TASK"
"","NanoProfits AI","choose Exchange","TEXT","","","N","","","","","0","0","2026-04-04T09:55:42+0000","","-115448720982016","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","611","","TASK"
"","NanoProfits AI","All live using websockets","TEXT","","","N","","","","","0","2","2026-04-04T09:54:35+0000","2026-04-16T02:32:55+0000","-114349209354240","Asia/Calcutta",,"false","Minnal Money","1374389534720","kanban","612","","TASK"
"","NanoProfits AI","PAUSE all the trading engine after 3:30pm","TEXT","","","N","","","","","0","2","2026-03-29T04:28:54+0000","2026-06-03T01:29:06+0000","-113249697726464","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","613","","TASK"
"","NanoProfits AI","Shall we use OpenAlgo to connect with other brokers ?","TEXT","","","N","","","","","0","0","2026-03-29T02:24:43+0000","","-112150186098688","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","614","","TASK"
"","NanoProfits AI","ZMQ vs Redis","TEXT","","","N","","","","","0","0","2026-03-28T12:34:44+0000","","-109951162843136","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","615","","TASK"
"","NanoProfits AI","S1 - compact the UI","TEXT","","","N","","","","","0","2","2026-03-28T12:33:22+0000","2026-05-15T17:22:59+0000","-108851651215360","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","616","","TASK"
"","NanoProfits AI","Coolify trigger to deploy automatically","TEXT","","","N","","","","","0","0","2026-02-27T13:22:56+0000","","-107752139587584","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","617","","TASK"
"","NanoProfits AI","S2","CHECKLIST","","▪move to server▪first 15min -- warmup▪Sound alerts in browser▪define key bounce levels and show▪CPR choose -- get code from nifty webui▪nifty, sensex, sensex call, sensex put -- web sockets + lock","Y","","","","","5","0","2026-03-24T15:57:06+0000","2026-05-28T06:59:08+0000","-105553116332032","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","618","","TASK"
"","NanoProfits AI","S1 -- login with user, pwd and TOTP","TEXT","","","N","","","","","0","2","2026-02-27T13:19:20+0000","2026-05-23T07:40:57+0000","-103354093076480","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","619","","TASK"
"","NanoProfits AI","Run in Cloud server -- Redis to  Postgres TimeScaleDB >> Can we run a separate Python file called by a Cron Job ???","TEXT","","","N","","","","","0","0","2026-02-03T17:10:37+0000","","-102254581448704","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","620","","TASK"
"","NanoProfits AI","S3 - Final UI + Sounds","TEXT","","","N","","","","","0","2","2026-03-20T00:35:35+0000","2026-04-15T04:58:26+0000","-101155069820928","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","621","","TASK"
"","NanoProfits AI","S3 - Perfect bounce trade in Paper - TESTING","TEXT","","","N","","","","","0","2","2026-03-20T00:32:47+0000","2026-04-13T14:20:00+0000","-100055558193152","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","622","","TASK"
"","NanoProfits AI","Nifty - ADX check manual","TEXT","","","N","","","","","0","2","2026-03-20T00:32:08+0000","2026-05-23T07:46:23+0000","-98956046565376","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","623","","TASK"
"","NanoProfits AI","Nifty -- THE CPR PROBLEM","TEXT","","","N","","","","","0","2","2026-03-20T00:24:39+0000","2026-03-24T15:41:05+0000","-94558000054272","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","624","","TASK"
"","NanoProfits AI","Nifty -- A secure page to view the Nifty Log","TEXT","","","N","","","","","0","2","2026-03-20T00:10:22+0000","2026-04-07T04:38:10+0000","-92358976798720","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","625","","TASK"
"","NanoProfits AI","S1 - Options -- ST should be in UP.","TEXT","","","N","","","","","0","2","2026-03-15T06:22:23+0000","2026-03-20T00:25:13+0000","-91259465170944","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","626","","TASK"
"","NanoProfits AI","NanoProfits SandBox (Paper NanoProfits) -- features","CHECKLIST","","▪> Our strategies▪Our important Automatic trading section >>▪> Watch Live trade session ▪Guide for longterm investment in Gold & Nifty ETF▪> JOIN and Use our NanoProfits AI platform▪Option chain for Nifty, Sensex, BankNifty▪Training and Hands-On▪Take and Exit paper positions in just 1 click▪> Community▪Simple paper trading app for Options only▫▪Set TP and set SL for every trade before and during the trade.▪Select a call / put option. (atm, otm, itm)","Y","","","","","0","2","2026-02-27T13:20:45+0000","2026-03-20T00:19:02+0000","-89060441915392","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","627","","TASK"
"","NanoProfits AI","Dynamic SL -- Red Heiken candle","TEXT","","","N","","","","","0","2","2026-02-03T17:04:19+0000","2026-03-15T06:20:19+0000","-85761907032064","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","628","","TASK"
"","NanoProfits AI","S1 - Trailing SL","TEXT","","","N","","","","","0","0","2026-02-03T17:06:29+0000","","-84662395404288","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","629","","TASK"
"","NanoProfits AI","Monitor Live trade only using GetPositions api","TEXT","","","N","","","","","0","2","2026-02-27T13:22:03+0000","2026-03-20T00:17:19+0000","-78065325637632","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","630","","TASK"
"","NanoProfits AI","User -- Web -- Single Screen to activate a broker for ALL our Python apps.","TEXT","","","N","","","","","0","2","2026-02-03T17:07:09+0000","2026-03-20T00:25:48+0000","-72567767498752","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","631","","TASK"
"","NanoProfits AI","Options app -- Show Nifty signal in web UI","TEXT","","","N","","","","","0","2","2026-02-08T02:29:07+0000","2026-02-13T05:48:09+0000","-70368744243200","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","632","","TASK"
"","NanoProfits AI","ZeroMQ -- integration in Options app","TEXT","","","N","","","","","0","2","2026-02-08T02:28:02+0000","2026-02-13T05:48:07+0000","-69269232615424","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","633","","TASK"
"","NanoProfits AI","Dynamic SL -- Close below ST1","TEXT","","","N","","","","","0","2","2026-02-03T17:05:10+0000","2026-02-13T05:48:05+0000","-67070209359872","Asia/Calcutta","true","false","Present Sprint","1099511627776","kanban","634","","TASK"
"","NanoProfits AI","User -- Trade notifications to WhatsApp","TEXT","","","N","","","","","0","0","2026-02-03T17:14:27+0000","","-65970697732096","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","635","","TASK"
"","NanoProfits AI","Start Cloud server in CONTABO","TEXT","","","N","","","","","0","2","2026-02-03T17:14:00+0000","2026-02-27T13:16:57+0000","-64871186104320","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","636","","TASK"
"","NanoProfits AI","ATR & AVG logic","TEXT","","","N","","","","","0","2","2026-02-03T17:03:46+0000","2026-02-08T02:28:10+0000","-63771674476544","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","637","","TASK"
"","NanoProfits AI","Options & Nifty interApp comms","TEXT","","","N","","","","","0","2","2026-02-03T16:59:48+0000","2026-02-08T02:28:41+0000","-62672162848768","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","638","","TASK"
"","NanoProfits AI","User -- Web -- Screen to connect a Broker","TEXT","","","N","","","","","0","0","2026-02-03T17:06:51+0000","","-61572651220992","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","639","","TASK"
"","NanoProfits AI","ZeroMQ","TEXT","","","N","","","","","0","2","2026-02-03T16:59:15+0000","2026-02-08T02:27:39+0000","-61572651220992","Asia/Calcutta",,"false","Present Sprint","1099511627776","kanban","640","","TASK"
"","NanoProfits AI","Trade Bot running from and to time","TEXT","","","N","","","","","0","2","2026-02-03T17:11:20+0000","2026-02-27T13:17:08+0000","-60473139593216","Asia/Calcutta",,"false","User Stories -- backlog","0","kanban","641","","TASK"
"","NanoProfits AI","Sprint 7 -- Take trade using Nifty 3min ST.","TEXT","","","N","","","","","0","2","2025-07-10T12:54:06+0000","2025-09-11T12:54:25+0000","-32985348833280","Asia/Calcutta",,"false",,,"kanban","642","","TASK"
"","NanoProfits AI","Sprint 6 -- Calculate ATR value of Sensex Options. Profit Target == ATR / 3, Max of 15. Profit Target should be >= 3 and Profit Target <= 15","TEXT","","","N","","","","","0","2","2025-07-10T12:46:01+0000","2025-09-11T12:54:27+0000","-31885837205504","Asia/Calcutta",,"false",,,"kanban","643","","TASK"
"","NanoProfits AI","Sprint 5 -- Nifty Future Price == 3min ST. ","TEXT","","","N","","","","","0","2","2025-07-10T12:39:34+0000","2025-09-11T12:54:28+0000","-30786325577728","Asia/Calcutta","false","false",,,"kanban","644","","TASK"
